wordform_id,wordform,lemma_id,pos,cefr,english_gloss,tense,person,number,gender
wf_76883cbb7d,piangere,lem_bedb8fb52f,verb_form,A2,to cry,infinitive,nan,,
wf_989170838f,piango,lem_bedb8fb52f,verb_form,A2,to cry,present,io,,
wf_b6460f9aa9,piangi,lem_bedb8fb52f,verb_form,A2,to cry,present,tu,,
wf_c0f830cc13,piange,lem_bedb8fb52f,verb_form,A2,to cry,present,lui/lei,,
wf_53452a315a,piangiamo,lem_bedb8fb52f,verb_form,A2,to cry,present,noi,,
wf_4f9daa9085,piangete,lem_bedb8fb52f,verb_form,A2,to cry,present,voi,,
wf_3235656206,piangono,lem_bedb8fb52f,verb_form,A2,to cry,present,loro,,
wf_748501db17,piangevo,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,io,,
wf_aa8473f314,piangevi,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,tu,,
wf_c9c1298764,piangeva,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,lui/lei,,
wf_37563b38df,piangevamo,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,noi,,
wf_faa10dc77c,piangevate,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,voi,,
wf_ac4475ca83,piangevano,lem_bedb8fb52f,verb_form,A2,to cry,imperfect,loro,,
wf_945f1647eb,pianguto,lem_bedb8fb52f,verb_form,A2,to cry,past_participle,nan,,
wf_262d358de4,piangendo,lem_bedb8fb52f,verb_form,A2,to cry,gerund,nan,,
wf_6f56794af1,piangerò,lem_bedb8fb52f,verb_form,A2,to cry,future,io,,
wf_54aca14ad2,piangerai,lem_bedb8fb52f,verb_form,A2,to cry,future,tu,,
wf_3abc11b124,piangerà,lem_bedb8fb52f,verb_form,A2,to cry,future,lui/lei,,
wf_2b2402134c,piangeremo,lem_bedb8fb52f,verb_form,A2,to cry,future,noi,,
wf_e0f0166128,piangerete,lem_bedb8fb52f,verb_form,A2,to cry,future,voi,,
wf_0d71ea37b5,piangeranno,lem_bedb8fb52f,verb_form,A2,to cry,future,loro,,
wf_e1c602192b,piangerei,lem_bedb8fb52f,verb_form,A2,to cry,conditional,io,,
wf_c357a5ee17,piangeresti,lem_bedb8fb52f,verb_form,A2,to cry,conditional,tu,,
wf_852f7282c2,piangerebbe,lem_bedb8fb52f,verb_form,A2,to cry,conditional,lui/lei,,
wf_0fdb2d19ed,piangeremmo,lem_bedb8fb52f,verb_form,A2,to cry,conditional,noi,,
wf_d363f930ba,piangereste,lem_bedb8fb52f,verb_form,A2,to cry,conditional,voi,,
wf_3ad29c8501,piangerebbero,lem_bedb8fb52f,verb_form,A2,to cry,conditional,loro,,
wf_32f23a6403,sorridere,lem_d3c3a6eae4,verb_form,A2,to smile,infinitive,nan,,
wf_5e47766136,sorrido,lem_d3c3a6eae4,verb_form,A2,to smile,present,io,,
wf_6d7bd24b35,sorridi,lem_d3c3a6eae4,verb_form,A2,to smile,present,tu,,
wf_15d16e136a,sorride,lem_d3c3a6eae4,verb_form,A2,to smile,present,lui/lei,,
wf_48c60602dd,sorridiamo,lem_d3c3a6eae4,verb_form,A2,to smile,present,noi,,
wf_6ddfb5dae7,sorridete,lem_d3c3a6eae4,verb_form,A2,to smile,present,voi,,
wf_1985c76300,sorridono,lem_d3c3a6eae4,verb_form,A2,to smile,present,loro,,
wf_2487bcd76b,sorridevo,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,io,,
wf_84dedab903,sorridevi,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,tu,,
wf_1a9471609d,sorrideva,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,lui/lei,,
wf_efe0877d3b,sorridevamo,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,noi,,
wf_040e0c46ab,sorridevate,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,voi,,
wf_ff649bdfd1,sorridevano,lem_d3c3a6eae4,verb_form,A2,to smile,imperfect,loro,,
wf_8998a9bc54,sorriduto,lem_d3c3a6eae4,verb_form,A2,to smile,past_participle,nan,,
wf_b298b58363,sorridendo,lem_d3c3a6eae4,verb_form,A2,to smile,gerund,nan,,
wf_5d9820d447,sorriderò,lem_d3c3a6eae4,verb_form,A2,to smile,future,io,,
wf_56117f2506,sorriderai,lem_d3c3a6eae4,verb_form,A2,to smile,future,tu,,
wf_79eeb79278,sorriderà,lem_d3c3a6eae4,verb_form,A2,to smile,future,lui/lei,,
wf_c97480753a,sorrideremo,lem_d3c3a6eae4,verb_form,A2,to smile,future,noi,,
wf_9458ba1f87,sorriderete,lem_d3c3a6eae4,verb_form,A2,to smile,future,voi,,
wf_0c1a8dc201,sorrideranno,lem_d3c3a6eae4,verb_form,A2,to smile,future,loro,,
wf_d3cb9730a5,sorriderei,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,io,,
wf_2c4b46eaac,sorrideresti,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,tu,,
wf_57e6fea34a,sorriderebbe,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,lui/lei,,
wf_bcdf907202,sorrideremmo,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,noi,,
wf_7deec9126d,sorridereste,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,voi,,
wf_2f2fc363b2,sorriderebbero,lem_d3c3a6eae4,verb_form,A2,to smile,conditional,loro,,
wf_4f382e5412,cantare,lem_d21131bc38,verb_form,A2,to sing,infinitive,nan,,
wf_4fffa30cfc,canto,lem_d21131bc38,verb_form,A2,to sing,present,io,,
wf_9bb0cba298,canti,lem_d21131bc38,verb_form,A2,to sing,present,tu,,
wf_9a4ae908e9,canta,lem_d21131bc38,verb_form,A2,to sing,present,lui/lei,,
wf_18373b61a2,cantiamo,lem_d21131bc38,verb_form,A2,to sing,present,noi,,
wf_543b2051b3,cantate,lem_d21131bc38,verb_form,A2,to sing,present,voi,,
wf_cd96ffec0c,cantano,lem_d21131bc38,verb_form,A2,to sing,present,loro,,
wf_f6e4615c72,cantavo,lem_d21131bc38,verb_form,A2,to sing,imperfect,io,,
wf_39c79ea367,cantavi,lem_d21131bc38,verb_form,A2,to sing,imperfect,tu,,
wf_72abff2e8d,cantava,lem_d21131bc38,verb_form,A2,to sing,imperfect,lui/lei,,
wf_d1d1b9b17f,cantavamo,lem_d21131bc38,verb_form,A2,to sing,imperfect,noi,,
wf_445d9da301,cantavate,lem_d21131bc38,verb_form,A2,to sing,imperfect,voi,,
wf_f65f4fd5b9,cantavano,lem_d21131bc38,verb_form,A2,to sing,imperfect,loro,,
wf_021b40e7f1,cantato,lem_d21131bc38,verb_form,A2,to sing,past_participle,nan,,
wf_d95154e6fa,cantando,lem_d21131bc38,verb_form,A2,to sing,gerund,nan,,
wf_d7d3173d8d,canterò,lem_d21131bc38,verb_form,A2,to sing,future,io,,
wf_49e2d5d2b6,canterai,lem_d21131bc38,verb_form,A2,to sing,future,tu,,
wf_078dfc4fb7,canterà,lem_d21131bc38,verb_form,A2,to sing,future,lui/lei,,
wf_8b28be213b,canteremo,lem_d21131bc38,verb_form,A2,to sing,future,noi,,
wf_3d178c9c29,canterete,lem_d21131bc38,verb_form,A2,to sing,future,voi,,
wf_6d6ed1cb0d,canteranno,lem_d21131bc38,verb_form,A2,to sing,future,loro,,
wf_2ddd893eab,canterei,lem_d21131bc38,verb_form,A2,to sing,conditional,io,,
wf_dfdf3dbac7,canteresti,lem_d21131bc38,verb_form,A2,to sing,conditional,tu,,
wf_de2b282db3,canterebbe,lem_d21131bc38,verb_form,A2,to sing,conditional,lui/lei,,
wf_9313ccfd66,canteremmo,lem_d21131bc38,verb_form,A2,to sing,conditional,noi,,
wf_acfe5e42c3,cantereste,lem_d21131bc38,verb_form,A2,to sing,conditional,voi,,
wf_6705eca267,canterebbero,lem_d21131bc38,verb_form,A2,to sing,conditional,loro,,
wf_3794cf990d,suonare,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,infinitive,nan,,
wf_fb706f67c4,suono,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,io,,
wf_c49941c9f6,suoni,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,tu,,
wf_9e726a9309,suona,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,lui/lei,,
wf_fac2e01033,suoniamo,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,noi,,
wf_d7a74e37ca,suonate,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,voi,,
wf_0b5ae87b36,suonano,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,present,loro,,
wf_bc4d0d7e99,suonavo,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,io,,
wf_5893611c10,suonavi,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,tu,,
wf_6cd5db1ee7,suonava,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,lui/lei,,
wf_2a2cbd0bd3,suonavamo,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,noi,,
wf_7a0ee3d439,suonavate,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,voi,,
wf_88676815df,suonavano,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,imperfect,loro,,
wf_adb6777e99,suonato,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,past_participle,nan,,
wf_79e4aa78ca,suonando,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,gerund,nan,,
wf_5fad344fb7,suonerò,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,io,,
wf_22a9dd7f4e,suonerai,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,tu,,
wf_6118a70a3f,suonerà,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,lui/lei,,
wf_0fca78aa4c,suoneremo,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,noi,,
wf_e5e7accdcd,suonerete,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,voi,,
wf_c3a4153e8a,suoneranno,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,future,loro,,
wf_3abc14488c,suonerei,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,io,,
wf_3d37f3abc1,suoneresti,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,tu,,
wf_8da1f58e1c,suonerebbe,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,lui/lei,,
wf_cccffbdc19,suoneremmo,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,noi,,
wf_506ba8d00d,suonereste,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,voi,,
wf_a8777da09e,suonerebbero,lem_87f7f0bda4,verb_form,A2,to play (instrument) / to ring,conditional,loro,,
wf_a8c08d268c,ballare,lem_2ede9dc854,verb_form,A2,to dance,infinitive,nan,,
wf_dacf986a89,ballo,lem_2ede9dc854,verb_form,A2,to dance,present,io,,
wf_bd9b6e2e9a,balli,lem_2ede9dc854,verb_form,A2,to dance,present,tu,,
wf_31a15bc152,balla,lem_2ede9dc854,verb_form,A2,to dance,present,lui/lei,,
wf_e92b0c1c72,balliamo,lem_2ede9dc854,verb_form,A2,to dance,present,noi,,
wf_3f8deb471c,ballate,lem_2ede9dc854,verb_form,A2,to dance,present,voi,,
wf_831349564d,ballano,lem_2ede9dc854,verb_form,A2,to dance,present,loro,,
wf_00432203ee,ballavo,lem_2ede9dc854,verb_form,A2,to dance,imperfect,io,,
wf_f50fdacafa,ballavi,lem_2ede9dc854,verb_form,A2,to dance,imperfect,tu,,
wf_5d791fadab,ballava,lem_2ede9dc854,verb_form,A2,to dance,imperfect,lui/lei,,
wf_ae958fd34c,ballavamo,lem_2ede9dc854,verb_form,A2,to dance,imperfect,noi,,
wf_50a52e6c9d,ballavate,lem_2ede9dc854,verb_form,A2,to dance,imperfect,voi,,
wf_cce2e8007e,ballavano,lem_2ede9dc854,verb_form,A2,to dance,imperfect,loro,,
wf_68cc3834f1,ballato,lem_2ede9dc854,verb_form,A2,to dance,past_participle,nan,,
wf_305a93dcaa,ballando,lem_2ede9dc854,verb_form,A2,to dance,gerund,nan,,
wf_1e2acdee8a,ballerò,lem_2ede9dc854,verb_form,A2,to dance,future,io,,
wf_74b85513c5,ballerai,lem_2ede9dc854,verb_form,A2,to dance,future,tu,,
wf_8377d1640c,ballerà,lem_2ede9dc854,verb_form,A2,to dance,future,lui/lei,,
wf_56644e1f45,balleremo,lem_2ede9dc854,verb_form,A2,to dance,future,noi,,
wf_72b74f45c5,ballerete,lem_2ede9dc854,verb_form,A2,to dance,future,voi,,
wf_c745193544,balleranno,lem_2ede9dc854,verb_form,A2,to dance,future,loro,,
wf_81295cd014,ballerei,lem_2ede9dc854,verb_form,A2,to dance,conditional,io,,
wf_8a7b94a92d,balleresti,lem_2ede9dc854,verb_form,A2,to dance,conditional,tu,,
wf_b613799f7e,ballerebbe,lem_2ede9dc854,verb_form,A2,to dance,conditional,lui/lei,,
wf_c194920d23,balleremmo,lem_2ede9dc854,verb_form,A2,to dance,conditional,noi,,
wf_31a1b384f0,ballereste,lem_2ede9dc854,verb_form,A2,to dance,conditional,voi,,
wf_ce85c59ab0,ballerebbero,lem_2ede9dc854,verb_form,A2,to dance,conditional,loro,,
wf_79d0baebc8,giocare,lem_7166748ee4,verb_form,B1,to play,infinitive,nan,,
wf_8671c468fe,gioco,lem_7166748ee4,verb_form,B1,to play,present,io,,
wf_b28127fe5b,gioci,lem_7166748ee4,verb_form,B1,to play,present,tu,,
wf_0004751df3,gioca,lem_7166748ee4,verb_form,B1,to play,present,lui/lei,,
wf_4a9367055b,giociamo,lem_7166748ee4,verb_form,B1,to play,present,noi,,
wf_01f1354b7e,giocate,lem_7166748ee4,verb_form,B1,to play,present,voi,,
wf_a41764b6ee,giocano,lem_7166748ee4,verb_form,B1,to play,present,loro,,
wf_572bdac177,giocavo,lem_7166748ee4,verb_form,B1,to play,imperfect,io,,
wf_daeae3ed10,giocavi,lem_7166748ee4,verb_form,B1,to play,imperfect,tu,,
wf_a8b904f0f5,giocava,lem_7166748ee4,verb_form,B1,to play,imperfect,lui/lei,,
wf_2e6396793f,giocavamo,lem_7166748ee4,verb_form,B1,to play,imperfect,noi,,
wf_fd746e70dc,giocavate,lem_7166748ee4,verb_form,B1,to play,imperfect,voi,,
wf_fa9f782c12,giocavano,lem_7166748ee4,verb_form,B1,to play,imperfect,loro,,
wf_df36c58ddb,giocato,lem_7166748ee4,verb_form,B1,to play,past_participle,nan,,
wf_758fbee7e2,giocando,lem_7166748ee4,verb_form,B1,to play,gerund,nan,,
wf_f971e5b467,giocerò,lem_7166748ee4,verb_form,B1,to play,future,io,,
wf_fa33102767,giocerai,lem_7166748ee4,verb_form,B1,to play,future,tu,,
wf_53eb186950,giocerà,lem_7166748ee4,verb_form,B1,to play,future,lui/lei,,
wf_88024435e8,gioceremo,lem_7166748ee4,verb_form,B1,to play,future,noi,,
wf_250a5f5940,giocerete,lem_7166748ee4,verb_form,B1,to play,future,voi,,
wf_170f404826,gioceranno,lem_7166748ee4,verb_form,B1,to play,future,loro,,
wf_c701696d18,giocerei,lem_7166748ee4,verb_form,B1,to play,conditional,io,,
wf_0932830cfa,gioceresti,lem_7166748ee4,verb_form,B1,to play,conditional,tu,,
wf_d61bd18bf5,giocerebbe,lem_7166748ee4,verb_form,B1,to play,conditional,lui/lei,,
wf_23a1c6e354,gioceremmo,lem_7166748ee4,verb_form,B1,to play,conditional,noi,,
wf_9c72d833ba,giocereste,lem_7166748ee4,verb_form,B1,to play,conditional,voi,,
wf_9a55c0cacd,giocerebbero,lem_7166748ee4,verb_form,B1,to play,conditional,loro,,
wf_3f3512a55f,vincere,lem_5a72c1fef6,verb_form,B1,to win,infinitive,nan,,
wf_ab46cabb68,vinco,lem_5a72c1fef6,verb_form,B1,to win,present,io,,
wf_297ecb5c4f,vinci,lem_5a72c1fef6,verb_form,B1,to win,present,tu,,
wf_380bbf3ca7,vince,lem_5a72c1fef6,verb_form,B1,to win,present,lui/lei,,
wf_9020a55001,vinciamo,lem_5a72c1fef6,verb_form,B1,to win,present,noi,,
wf_79ed0cae09,vincete,lem_5a72c1fef6,verb_form,B1,to win,present,voi,,
wf_b9c4f53f70,vincono,lem_5a72c1fef6,verb_form,B1,to win,present,loro,,
wf_ff810a10b1,vincevo,lem_5a72c1fef6,verb_form,B1,to win,imperfect,io,,
wf_6e12f26131,vincevi,lem_5a72c1fef6,verb_form,B1,to win,imperfect,tu,,
wf_95900f0c87,vinceva,lem_5a72c1fef6,verb_form,B1,to win,imperfect,lui/lei,,
wf_35732ecd90,vincevamo,lem_5a72c1fef6,verb_form,B1,to win,imperfect,noi,,
wf_da6f2a2c95,vincevate,lem_5a72c1fef6,verb_form,B1,to win,imperfect,voi,,
wf_45a0d70447,vincevano,lem_5a72c1fef6,verb_form,B1,to win,imperfect,loro,,
wf_e2662fbe45,vincuto,lem_5a72c1fef6,verb_form,B1,to win,past_participle,nan,,
wf_82ae5eb402,vincendo,lem_5a72c1fef6,verb_form,B1,to win,gerund,nan,,
wf_2cebdfc756,vincerò,lem_5a72c1fef6,verb_form,B1,to win,future,io,,
wf_572af3b914,vincerai,lem_5a72c1fef6,verb_form,B1,to win,future,tu,,
wf_a3424c602b,vincerà,lem_5a72c1fef6,verb_form,B1,to win,future,lui/lei,,
wf_721c11d8f2,vinceremo,lem_5a72c1fef6,verb_form,B1,to win,future,noi,,
wf_37f0eed292,vincerete,lem_5a72c1fef6,verb_form,B1,to win,future,voi,,
wf_09f6bff74e,vinceranno,lem_5a72c1fef6,verb_form,B1,to win,future,loro,,
wf_dc8237b4f7,vincerei,lem_5a72c1fef6,verb_form,B1,to win,conditional,io,,
wf_d40c34a5f7,vinceresti,lem_5a72c1fef6,verb_form,B1,to win,conditional,tu,,
wf_b8a0eeb376,vincerebbe,lem_5a72c1fef6,verb_form,B1,to win,conditional,lui/lei,,
wf_c65bc60561,vinceremmo,lem_5a72c1fef6,verb_form,B1,to win,conditional,noi,,
wf_fb4d3fc858,vincereste,lem_5a72c1fef6,verb_form,B1,to win,conditional,voi,,
wf_a1ad1c7169,vincerebbero,lem_5a72c1fef6,verb_form,B1,to win,conditional,loro,,
wf_f5fa3b164b,perdere,lem_a859c69a22,verb_form,B1,to lose,infinitive,nan,,
wf_1a1cbce5d3,perdo,lem_a859c69a22,verb_form,B1,to lose,present,io,,
wf_e976748c55,perdi,lem_a859c69a22,verb_form,B1,to lose,present,tu,,
wf_a50e820a95,perde,lem_a859c69a22,verb_form,B1,to lose,present,lui/lei,,
wf_e0d37e848a,perdiamo,lem_a859c69a22,verb_form,B1,to lose,present,noi,,
wf_0a732e8152,perdete,lem_a859c69a22,verb_form,B1,to lose,present,voi,,
wf_90626909e3,perdono,lem_a859c69a22,verb_form,B1,to lose,present,loro,,
wf_4519477eef,perdevo,lem_a859c69a22,verb_form,B1,to lose,imperfect,io,,
wf_dd13cfd2ae,perdevi,lem_a859c69a22,verb_form,B1,to lose,imperfect,tu,,
wf_b3957fdb5c,perdeva,lem_a859c69a22,verb_form,B1,to lose,imperfect,lui/lei,,
wf_d651192a58,perdevamo,lem_a859c69a22,verb_form,B1,to lose,imperfect,noi,,
wf_eae9abb45e,perdevate,lem_a859c69a22,verb_form,B1,to lose,imperfect,voi,,
wf_9f9b2d617d,perdevano,lem_a859c69a22,verb_form,B1,to lose,imperfect,loro,,
wf_8276694fc4,perduto,lem_a859c69a22,verb_form,B1,to lose,past_participle,nan,,
wf_6e04bd85fa,perdendo,lem_a859c69a22,verb_form,B1,to lose,gerund,nan,,
wf_c1129bea86,perderò,lem_a859c69a22,verb_form,B1,to lose,future,io,,
wf_8b47df9536,perderai,lem_a859c69a22,verb_form,B1,to lose,future,tu,,
wf_093beabc91,perderà,lem_a859c69a22,verb_form,B1,to lose,future,lui/lei,,
wf_a6b4dbfe97,perderemo,lem_a859c69a22,verb_form,B1,to lose,future,noi,,
wf_9dcd59c532,perderete,lem_a859c69a22,verb_form,B1,to lose,future,voi,,
wf_a2e1acd972,perderanno,lem_a859c69a22,verb_form,B1,to lose,future,loro,,
wf_6dbdc19ea3,perderei,lem_a859c69a22,verb_form,B1,to lose,conditional,io,,
wf_5f5f7dae86,perderesti,lem_a859c69a22,verb_form,B1,to lose,conditional,tu,,
wf_2b70ff4a83,perderebbe,lem_a859c69a22,verb_form,B1,to lose,conditional,lui/lei,,
wf_3a3a89b210,perderemmo,lem_a859c69a22,verb_form,B1,to lose,conditional,noi,,
wf_90e1275485,perdereste,lem_a859c69a22,verb_form,B1,to lose,conditional,voi,,
wf_0368735c98,perderebbero,lem_a859c69a22,verb_form,B1,to lose,conditional,loro,,
wf_7925debc8f,rompere,lem_948f1a4cfa,verb_form,B1,to break,infinitive,nan,,
wf_b390c07028,rompo,lem_948f1a4cfa,verb_form,B1,to break,present,io,,
wf_1a56320779,rompi,lem_948f1a4cfa,verb_form,B1,to break,present,tu,,
wf_92d1d68dee,rompe,lem_948f1a4cfa,verb_form,B1,to break,present,lui/lei,,
wf_8cf2e8807b,rompiamo,lem_948f1a4cfa,verb_form,B1,to break,present,noi,,
wf_a6ae7ae6f5,rompete,lem_948f1a4cfa,verb_form,B1,to break,present,voi,,
wf_0026357bd1,rompono,lem_948f1a4cfa,verb_form,B1,to break,present,loro,,
wf_2730bb087f,rompevo,lem_948f1a4cfa,verb_form,B1,to break,imperfect,io,,
wf_821a951ea9,rompevi,lem_948f1a4cfa,verb_form,B1,to break,imperfect,tu,,
wf_99efc86124,rompeva,lem_948f1a4cfa,verb_form,B1,to break,imperfect,lui/lei,,
wf_813abc96ff,rompevamo,lem_948f1a4cfa,verb_form,B1,to break,imperfect,noi,,
wf_0abafd9716,rompevate,lem_948f1a4cfa,verb_form,B1,to break,imperfect,voi,,
wf_7268ec2794,rompevano,lem_948f1a4cfa,verb_form,B1,to break,imperfect,loro,,
wf_09c4098fb0,rotto,lem_948f1a4cfa,verb_form,B1,to break,past_participle,nan,,
wf_006a0de486,rompendo,lem_948f1a4cfa,verb_form,B1,to break,gerund,nan,,
wf_65927b4a87,romperò,lem_948f1a4cfa,verb_form,B1,to break,future,io,,
wf_8e23f288e4,romperai,lem_948f1a4cfa,verb_form,B1,to break,future,tu,,
wf_83da9dd47e,romperà,lem_948f1a4cfa,verb_form,B1,to break,future,lui/lei,,
wf_58ccc16229,romperemo,lem_948f1a4cfa,verb_form,B1,to break,future,noi,,
wf_0cd3104122,romperete,lem_948f1a4cfa,verb_form,B1,to break,future,voi,,
wf_5c4a982325,romperanno,lem_948f1a4cfa,verb_form,B1,to break,future,loro,,
wf_ef57751575,romperei,lem_948f1a4cfa,verb_form,B1,to break,conditional,io,,
wf_c4fac83af9,romperesti,lem_948f1a4cfa,verb_form,B1,to break,conditional,tu,,
wf_860ea39e45,romperebbe,lem_948f1a4cfa,verb_form,B1,to break,conditional,lui/lei,,
wf_91397555e9,romperemmo,lem_948f1a4cfa,verb_form,B1,to break,conditional,noi,,
wf_d30f9b8a7d,rompereste,lem_948f1a4cfa,verb_form,B1,to break,conditional,voi,,
wf_d650343c35,romperebbero,lem_948f1a4cfa,verb_form,B1,to break,conditional,loro,,
wf_909b72df5d,aggiustare,lem_33a745889a,verb_form,B1,to fix,infinitive,nan,,
wf_9ac0667d2c,aggiusto,lem_33a745889a,verb_form,B1,to fix,present,io,,
wf_c6934ae514,aggiusti,lem_33a745889a,verb_form,B1,to fix,present,tu,,
wf_99cdf5ebd2,aggiusta,lem_33a745889a,verb_form,B1,to fix,present,lui/lei,,
wf_e06c9f337d,aggiustiamo,lem_33a745889a,verb_form,B1,to fix,present,noi,,
wf_036c638a40,aggiustate,lem_33a745889a,verb_form,B1,to fix,present,voi,,
wf_6f6b5d3b8d,aggiustano,lem_33a745889a,verb_form,B1,to fix,present,loro,,
wf_fae2aca7e8,aggiustavo,lem_33a745889a,verb_form,B1,to fix,imperfect,io,,
wf_334d6e4985,aggiustavi,lem_33a745889a,verb_form,B1,to fix,imperfect,tu,,
wf_c704cb7e6c,aggiustava,lem_33a745889a,verb_form,B1,to fix,imperfect,lui/lei,,
wf_88c91ac735,aggiustavamo,lem_33a745889a,verb_form,B1,to fix,imperfect,noi,,
wf_43507e22af,aggiustavate,lem_33a745889a,verb_form,B1,to fix,imperfect,voi,,
wf_83745c1e4f,aggiustavano,lem_33a745889a,verb_form,B1,to fix,imperfect,loro,,
wf_0af808bf59,aggiustato,lem_33a745889a,verb_form,B1,to fix,past_participle,nan,,
wf_9fbf20bd4a,aggiustando,lem_33a745889a,verb_form,B1,to fix,gerund,nan,,
wf_8d84539bf5,aggiusterò,lem_33a745889a,verb_form,B1,to fix,future,io,,
wf_d9f0d0d3bf,aggiusterai,lem_33a745889a,verb_form,B1,to fix,future,tu,,
wf_871eafcc01,aggiusterà,lem_33a745889a,verb_form,B1,to fix,future,lui/lei,,
wf_733236430b,aggiusteremo,lem_33a745889a,verb_form,B1,to fix,future,noi,,
wf_a1eb4700b9,aggiusterete,lem_33a745889a,verb_form,B1,to fix,future,voi,,
wf_c763662f7c,aggiusteranno,lem_33a745889a,verb_form,B1,to fix,future,loro,,
wf_06ca8e6033,aggiusterei,lem_33a745889a,verb_form,B1,to fix,conditional,io,,
wf_2f3bf06100,aggiusteresti,lem_33a745889a,verb_form,B1,to fix,conditional,tu,,
wf_102b1364b7,aggiusterebbe,lem_33a745889a,verb_form,B1,to fix,conditional,lui/lei,,
wf_efefeea320,aggiusteremmo,lem_33a745889a,verb_form,B1,to fix,conditional,noi,,
wf_49008ad49e,aggiustereste,lem_33a745889a,verb_form,B1,to fix,conditional,voi,,
wf_d6567ecd00,aggiusterebbero,lem_33a745889a,verb_form,B1,to fix,conditional,loro,,
wf_263342a22d,riparare,lem_d76e794c6f,verb_form,B1,to repair,infinitive,nan,,
wf_b08d178b40,riparo,lem_d76e794c6f,verb_form,B1,to repair,present,io,,
wf_f741007a20,ripari,lem_d76e794c6f,verb_form,B1,to repair,present,tu,,
wf_25cad6b342,ripara,lem_d76e794c6f,verb_form,B1,to repair,present,lui/lei,,
wf_74a9a12636,ripariamo,lem_d76e794c6f,verb_form,B1,to repair,present,noi,,
wf_caf61d7a24,riparate,lem_d76e794c6f,verb_form,B1,to repair,present,voi,,
wf_f90097f23a,riparano,lem_d76e794c6f,verb_form,B1,to repair,present,loro,,
wf_33d0b41bb1,riparavo,lem_d76e794c6f,verb_form,B1,to repair,imperfect,io,,
wf_eed6f6ced9,riparavi,lem_d76e794c6f,verb_form,B1,to repair,imperfect,tu,,
wf_bd12c060e2,riparava,lem_d76e794c6f,verb_form,B1,to repair,imperfect,lui/lei,,
wf_21367c96a4,riparavamo,lem_d76e794c6f,verb_form,B1,to repair,imperfect,noi,,
wf_2b5f4e94a7,riparavate,lem_d76e794c6f,verb_form,B1,to repair,imperfect,voi,,
wf_1cb7691b5c,riparavano,lem_d76e794c6f,verb_form,B1,to repair,imperfect,loro,,
wf_8b69a8bbad,riparato,lem_d76e794c6f,verb_form,B1,to repair,past_participle,nan,,
wf_184ae942f5,riparando,lem_d76e794c6f,verb_form,B1,to repair,gerund,nan,,
wf_d9d5693f4b,riparerò,lem_d76e794c6f,verb_form,B1,to repair,future,io,,
wf_47f07444e1,riparerai,lem_d76e794c6f,verb_form,B1,to repair,future,tu,,
wf_2f2fdacd20,riparerà,lem_d76e794c6f,verb_form,B1,to repair,future,lui/lei,,
wf_5b938c6698,ripareremo,lem_d76e794c6f,verb_form,B1,to repair,future,noi,,
